Account Name,PTB Score,Segment,RVP,AE,City,State,Sub-Sector,Lat,Lon,AE_Layer
"The Institutes RiskBlock Alliance, Inc.",1,MM,SARAH ANDREWS,Helen Lynch,Malvern,PA,Membership Organizations,40.036202,-75.5138959,
"The Minerals, Metals and Materials Society",1,GRB,Maxwell Byrne,Katherine Morrison,Pittsburgh,PA,Associations and Unions,40.4416941,-79.9900861,
The Mix at Arbor Place,1,ESB,Myron Bryant,Carter Noskey,Lancaster,PA,Membership Organizations,40.0379958,-76.3056707,Small Business
The Training and Education Fund,2,GRB,Maxwell Byrne,Katherine Morrison,Harrisburg,PA,Associations and Unions,40.2663107,-76.8861122,
The United Mitochondrial Disease Foundation,3,ESB,Myron Bryant,Carter Noskey,Pittsburgh,PA,Associations and Unions,40.4416941,-79.9900861,Small Business
US Squash,3,ENTR,Justin Simon,Velma Hutchins,Philadelphia,PA,Membership Organizations,39.9527237,-75.1635262,Enterprise
Upper Darby Police Relief Assoc,4,MM,Jessica Lanzarone,Bridget Knowles,Upper Darby,PA,Membership Organizations,39.9284459,-75.2737955,Mid-Market
VETERANS MULTI- SERVICE CENTER INC,3,GRB,Maxwell Byrne,Katherine Morrison,Philadelphia,PA,Associations and Unions,39.9527237,-75.1635262,
VInc.entian Collaborative System,3,MM,Jessica Lanzarone,Courtney Morosi-Brown,Pittsburgh,PA,Associations and Unions,40.4416941,-79.9900861,Mid-Market
"Valley Youth House Committee, Inc.",4,MM,Jessica Lanzarone,Courtney Morosi-Brown,Bethlehem,PA,Membership Organizations,40.6178915,-75.3786521,Mid-Market
Veterans of Foreign Wars of the United States Dept of Pennsylvania,1,MM,Jessica Lanzarone,Courtney Morosi-Brown,Harrisburg,PA,Associations and Unions,40.2663107,-76.8861122,Mid-Market
WICT Philadelphia,3,GRB,Maxwell Byrne,Katherine Morrison,Middle City West,PA,Membership Organizations,,,
"Washington Crossing Council, Boy Scouts Of America",1,ESB,Myron Bryant,Carter Noskey,Doylestown,PA,Membership Organizations,40.3100446,-75.1304588,Small Business
"Westmoreland Fayette Council, BSA",3,ENTR,Rebecca Temple,Justin Simon,Greensburg,PA,Membership Organizations,40.3024514,-79.5443274,
World Trade Center Harrisburg,1,ESB,Myron Bryant,Carter Noskey,York,PA,Associations and Unions,39.962493,-76.7276989,Small Business
YMCA of Greater Erie,1,ENTR,Justin Simon,Mitchell Rabin,Erie,PA,Associations and Unions,42.1294712,-80.0852695,Enterprise
York County Economic Alliance,1,GRB,Maxwell Byrne,Katherine Morrison,York,PA,Associations and Unions,39.962493,-76.7276989,
Youngwood Area Park and Pool Enterprise Inc,1,GRB,Maxwell Byrne,Katherine Morrison,Youngwood,PA,Membership Organizations,40.240348,-79.5767066,
Youth Empowerment For Advancement Hangout,3,ESB,Myron Bryant,Carter Noskey,Philadelphia,PA,Membership Organizations,39.9527237,-75.1635262,Small Business
gshpa.org,4,GRB,Maxwell Byrne,Katherine Morrison,Harrisburg,PA,Membership Organizations,40.2663107,-76.8861122,
AEPIHS,1,MM,Lisa Crow,Karine Duval,,QC,Associations and Unions,,,Mid-Market
Abundant Intelligences,3,MM,Lisa Crow,Karine Duval,,QC,Membership Organizations,,,Mid-Market
Age of Union,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Membership Organizations,45.5031824,-73.5698065,Mid-Market
Alliance quÃ©bÃ©coise de la pÃ©diatrie sociale en communautÃ© (AQPSC),1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Amnesty International Canada,3,MM,Lisa Crow,Karine Duval,Gatineau,QC,Associations and Unions,45.4277659,-75.710976,Mid-Market
Appalachian corridor,5,MM,Lisa Crow,Karine Duval,Eastman,QC,Associations and Unions,45.3011519,-72.3152965,Mid-Market
Association Chabad sur le Campus,1,MM,Lisa Crow,Karine Duval,Quebec City,QC,Associations and Unions,46.8137431,-71.2084061,Mid-Market
Association Restauration Quebec,3,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
Autisme sans limites,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
CQOC,1,MM,Lisa Crow,Karine Duval,Saint-Hyacinthe,QC,Associations and Unions,45.627484,-72.940636,Mid-Market
Canada Charity Partners,1,MM,Lisa Crow,Karine Duval,Cote St Luc,QC,Membership Organizations,45.4772716,-73.6637524,Mid-Market
Canadian International Organ Competition,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Centre d'accÃ¨s Ã  l'information juridique (CAIJ),3,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
Centre de la Famille Valcartier,3,MM,Lisa Crow,Karine Duval,Courcelette,QC,Associations and Unions,47.7130375,-70.052767,Mid-Market
Centre des aÃ®nÃ©s de Pointe-Saint-Charles,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Chambre de Commerce Canado-tunisienne,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Chambre de Commerce FranÃ§aise du Quebec,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Citadel Foundation,2,MM,Lisa Crow,Karine Duval,Joliette,QC,Membership Organizations,46.0239798,-73.4419936,Mid-Market
CitÃ© des Arts du Cirque,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
CommunautÃ© Chabad du Vieux-MontrÃ©al,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Community Health and Social Services Network CHSSN,1,MM,Lisa Crow,Karine Duval,QuÃ©bec,QC,Associations and Unions,,,Mid-Market
Conseil rÃ©gional de la culture de l'Outaouais,1,MM,Lisa Crow,Karine Duval,Gatineau,QC,Associations and Unions,45.4277659,-75.710976,Mid-Market
Coptic Aid Foundation,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Culture Outaouais,1,MM,Lisa Crow,Karine Duval,Gatineau,QC,Associations and Unions,45.4277659,-75.710976,Mid-Market
Cyclo Nordsud,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Membership Organizations,45.5031824,-73.5698065,Mid-Market
DESTL,5,MM,Lisa Crow,Karine Duval,Saint-Laurent,QC,Associations and Unions,45.5088774,-73.6875187,Mid-Market
Entreprendre Ici,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
FEJ Canada,1,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
Federation of Centers for Action Volunteering in Quebec (FCABQ),1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Fondation Sur la Pointe des Pieds,1,MM,Lisa Crow,Karine Duval,Chicoutimi,QC,Membership Organizations,48.3370248,-71.1235261,Mid-Market
Fondation de l'OIIQ,1,MM,Lisa Crow,Karine Duval,,QC,Associations and Unions,,,Mid-Market
Fondation de la NeurodiversitÃ©,1,MM,Lisa Crow,Karine Duval,Bromont,QC,Associations and Unions,45.3187339,-72.6463074,Mid-Market
Fondation+CURE+Foundation,1,MM,Lisa Crow,Karine Duval,,QC,Membership Organizations,,,Mid-Market
Friends of Humane Society International for the Protection and Conservation of Animals,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Membership Organizations,45.5031824,-73.5698065,Mid-Market
GRCSI,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Greenergies,1,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
Health Partners International of Canada,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Hope & Cope - L'espoir c'est la vie,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Institut des troubles d'apprentissage,1,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
Korpus,1,MM,Lisa Crow,Karine Duval,Laval,QC,Associations and Unions,45.5571125,-73.7211779,Mid-Market
L'Ensemble instrumental Appassionata,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
LAMRAC,1,MM,Lisa Crow,Karine Duval,QuÃ©bec City,QC,Associations and Unions,,,Mid-Market
La Ruche,1,MM,Lisa Crow,Karine Duval,QuÃ©bec,QC,Associations and Unions,,,Mid-Market
Lakeshore Kiwanis,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Loeys Dietz Syndrome Canada,1,MM,Lisa Crow,Karine Duval,Pointe-Claire,QC,Associations and Unions,45.4566767,-73.8067442,Mid-Market
Mesivta Kerem Menachem School,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Minor Hockey Association of St-Eustache,1,MM,Lisa Crow,Karine Duval,St-Eustache,QC,Associations and Unions,45.5646052,-73.8929714,Mid-Market
Mission Exeko,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
MusÃ©e Gilles Villeneuve,1,MM,Lisa Crow,Karine Duval,Berthierville,QC,Associations and Unions,46.0828098,-73.1747099,Mid-Market
Narcotiques Anonymes Quebec,3,MM,Lisa Crow,Karine Duval,Qc,QC,Associations and Unions,46.8702242,-75.9565314,Mid-Market
O'Sullivan College,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
ONE DROP,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Ordre des InfirmiÃ¨res et Infirmiers du QuÃ©bec,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Ordre des conseillers en ressources humaines agrÃ©Ã©s,3,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
PrÃ©sÃ¢ges et MÃ»re pour entreprendre,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
QuÃ©bec en Forme,1,MM,Lisa Crow,Karine Duval,Trois-RiviÃ¨res,QC,Associations and Unions,,,Mid-Market
ROBVQ,4,MM,Lisa Crow,Karine Duval,QuÃ©bec,QC,Membership Organizations,,,Mid-Market
Regroupement des Magasins-Partage de l'Ã®le de MontrÃ©al,2,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
Regroupement des centre de la petite enfance de l' le MontrÃ©al,3,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
Rotary Club Rive-Sud de Montreal,3,MM,Lisa Crow,Karine Duval,La Prairie,QC,Associations and Unions,45.4175472,-73.4891432,Mid-Market
RÃ©seau TechnoScience,4,MM,Lisa Crow,Karine Duval,MontrÃ©al,QC,Associations and Unions,,,Mid-Market
SIDIIEF,4,MM,Lisa Crow,Karine Duval,Montreal,QC,Membership Organizations,45.5031824,-73.5698065,Mid-Market
Santropol Roulant,5,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
Self Business Club International,1,MM,Lisa Crow,Karine Duval,,QC,Associations and Unions,,,Mid-Market
Sports Legacy Institute Canada,1,MM,Lisa Crow,Karine Duval,Westmount,QC,Associations and Unions,45.4856917,-73.596562,Mid-Market
Syndicat des Travailleuses et Travailleurs de Sylvania,3,MM,Lisa Crow,Karine Duval,Drummondville,QC,Associations and Unions,45.8864303,-72.5018764,Mid-Market
The Art Of Living Foundation Canada,5,MM,Lisa Crow,Karine Duval,St-Mathieu Du Parc,QC,Membership Organizations,46.5734729,-72.923469,Mid-Market
The Canadian Society for Civil Engineering,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
The Donald Berman Yaldei Developmental Center,3,MM,Lisa Crow,Karine Duval,Montreal,QC,Associations and Unions,45.5031824,-73.5698065,Mid-Market
The Lady Hustler Society Club,1,MM,Lisa Crow,Karine Duval,Montreal,QC,Membership Organizations,45.5031824,-73.5698065,Mid-Market
West Island Mission (Food Bank),1,MM,Lisa Crow,Karine Duval,Pointe-Claire,QC,Associations and Unions,45.4566767,-73.8067442,Mid-Market
we fundraising,1,MM,Lisa Crow,Karine Duval,,QC,Associations and Unions,,,Mid-Market
American Academy of Addiction Psychiatry,5,ESB,Myron Bryant,Mary Bamtefa,Providence,RI,Associations and Unions,41.8239891,-71.4128343,Small Business
Girl Scouts of Southeastern New England,3,ENTR,Tricia Lane,William Hranchak,Warwick,RI,Membership Organizations,41.6992717,-71.4586114,Enterprise
"Narragansett Council, Boy Scouts of America",4,GRB,Maxwell Byrne,Katherine Morrison,East Providence,RI,Membership Organizations,41.8194081,-71.376257,
OSHEAN,3,GRB,Maxwell Byrne,Katherine Morrison,North Kingstown,RI,Associations and Unions,41.5514283,-71.4693875,
Operation Stand Down Rhode Island,1,ESB,Myron Bryant,Mary Bamtefa,Johnston,RI,Associations and Unions,41.8310404,-71.5412101,Small Business
Papitto Opportunity Connection and Foundation,2,GRB,Maxwell Byrne,Katherine Morrison,Providence,RI,Associations and Unions,41.8239891,-71.4128343,
The College Crusade of Rhode Island,1,MM,Jessica Lanzarone,Bridget Knowles,Providence,RI,Membership Organizations,41.8239891,-71.4128343,Mid-Market
ywcari,1,ENTR,Justin Simon,Mitchell Rabin,Woonsocket,RI,Associations and Unions,42.0028761,-71.5147839,Enterprise
Aiken County Veterans Council,1,GRB,Cisco Torres,Jennifer Hicks,Aiken,SC,Associations and Unions,33.5723191,-81.6182086,Small Business
"American Marketing Assoc. Columbia, SC Chatper",1,GRB,Cisco Torres,Jennifer Hicks,West Columbia,SC,Associations and Unions,33.991869,-81.0640341,Small Business
Beaufort County Black Chamber of Commerce,4,ESB,Myron Bryant,Damian Broomes,Beaufort,SC,Associations and Unions,32.3850708,-80.6923169,Small Business
Friends of the Muni,1,ESB,Myron Bryant,Damian Broomes,Charleston,SC,Membership Organizations,32.7884363,-79.9399309,Small Business
"Girl Scouts Of South Carolina- Mountains To Midlands, Inc.",1,ENTR,Tricia Lane,William Hranchak,Greenville,SC,Membership Organizations,34.851354,-82.3984882,Enterprise
Girl Scouts of Eastern South Carolina,1,ENTR,Tricia Lane,William Hranchak,North Charleston,SC,Membership Organizations,32.8546197,-79.9748103,Enterprise
Hearth Centre For Healing,1,GRB,Cisco Torres,Jennifer Hicks,Columbia,SC,Associations and Unions,34.000754,-81.0352313,Small Business
"Home Works of America, Inc.",1,ESB,Myron Bryant,Damian Broomes,Columbia,SC,Membership Organizations,34.000754,-81.0352313,Small Business
Home Works of SC Inc.,1,ESB,Myron Bryant,Damian Broomes,Columbia,SC,Membership Organizations,34.000754,-81.0352313,Small Business
Junior Achievement of Upstate South Carolina,1,ENTR,Justin Simon,Velma Hutchins,Greenville,SC,Membership Organizations,34.851354,-82.3984882,Enterprise
Knights of Columbus Council 6250,4,MM,Michael Shroff,Matthew Rosenberg,Charleston,SC,Membership Organizations,32.7884363,-79.9399309,Mid-Market
Mom's Place,1,MM,Michael Shroff,Matthew Rosenberg,Spartanburg,SC,Associations and Unions,34.9498007,-81.9320157,Mid-Market
National Council of Examiners for Engineering and Surveying (Tab & heroku org),3,GRB,Cisco Torres,Jennifer Hicks,Clemson,SC,Membership Organizations,34.6850749,-82.8364111,Small Business
National Golf Course Owners Association,2,GRB,Cisco Torres,Jennifer Hicks,Charleston,SC,Associations and Unions,32.7884363,-79.9399309,Small Business
National Golfcourse Owners Association,3,GRB,Cisco Torres,Jennifer Hicks,Charleston,SC,Associations and Unions,32.7884363,-79.9399309,Small Business
Pickens County Habitat for Humanity,1,ENTR,JUSTIN SCHUMER,Shane Carter,Pickens,SC,Membership Organizations,34.8882592,-82.7193824,
Ronald McDonald House Charities of the Carolinas,4,ESB,Myron Bryant,Damian Broomes,Greenville,SC,Membership Organizations,34.851354,-82.3984882,Small Business
SOS Health Care,1,MM,Michael Shroff,Matthew Rosenberg,Murrells Inlet,SC,Membership Organizations,33.547481,-79.0640058,Mid-Market
Safe Families Initiative,1,GRB,Cisco Torres,Jennifer Hicks,Charleston,SC,Associations and Unions,32.7884363,-79.9399309,Small Business
South Carolina Phi Beta Lambda,1,GRB,Cisco Torres,Jennifer Hicks,Rock Hill,SC,Associations and Unions,34.9248667,-81.0250784,Small Business
Southeast Coastal Ocean Observing Regional Associa,1,MM,Michael Shroff,Matthew Rosenberg,Mount Pleasant,SC,Membership Organizations,32.7940651,-79.8625851,Mid-Market
Southern Carolina Alliance,1,ESB,Myron Bryant,Damian Broomes,Barnwell,SC,Associations and Unions,33.2641009,-81.4190808,Small Business
The National Beta Club,3,GRB,Cisco Torres,Jennifer Hicks,Spartanburg,SC,Membership Organizations,34.9498007,-81.9320157,Small Business
US Green Building Council South Carolina Chapter,1,MM,SARAH ANDREWS,Brett Link,Greenville,SC,Associations and Unions,34.851354,-82.3984882,
Upstate Warrior Solution,3,GRB,Cisco Torres,Jennifer Hicks,Greenville,SC,Associations and Unions,34.851354,-82.3984882,Small Business
Warrior Surf Foundation - 2nd Org,3,ESB,Myron Bryant,Damian Broomes,Folly Beach,SC,Associations and Unions,32.6554848,-79.9407802,Small Business
Youth Adventure Program Inc,1,GRB,Cisco Torres,Jennifer Hicks,Belton,SC,Membership Organizations,34.5228881,-82.4942948,Small Business
ymca,1,ENTR,Justin Simon,Mitchell Rabin,Rock Hill,SC,Associations and Unions,34.9248667,-81.0250784,Enterprise
Boys & Girls Clubs of the Sioux Empire,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Sioux Falls,SD,Associations and Unions,43.5476008,-96.7293629,
Embe,4,GRB,Salma Ferdowsi,James Coburn,Sioux Falls,SD,Membership Organizations,43.5476008,-96.7293629,Small Business
GIRL SCOUTS DAKOTA HORIZONS INC,1,ENTR,Tricia Lane,William Hranchak,Sioux Falls,SD,Membership Organizations,43.5476008,-96.7293629,Enterprise
Leading Edge Fundraising,1,ESB,Myron Bryant,Bria Jenkins Blair,Sioux Falls,SD,Membership Organizations,43.5476008,-96.7293629,Small Business
RONALD MCDONALD HOUSE CHARITIES OF SOUTH DAKOTA INC,1,GRB,Salma Ferdowsi,James Coburn,Sioux Falls,SD,Membership Organizations,43.5476008,-96.7293629,Small Business
South Dakota Military Heritage Alliance,5,GRB,Salma Ferdowsi,James Coburn,Sioux Falls,SD,Associations and Unions,43.5476008,-96.7293629,Small Business
"Strider Education Foundation, Inc.",1,ESB,Myron Bryant,Bria Jenkins Blair,Rapid City,SD,Membership Organizations,44.0806041,-103.228023,Small Business
Veterans of Foreign Wars of the US Dept of SD 628 John M Bliss,1,MM,Michael Shroff,Alexis Casby,Sioux Falls,SD,Associations and Unions,43.5476008,-96.7293629,Mid-Market
YOUTH & FAMILY SERVICES INC,3,MM,Michael Shroff,Alexis Casby,Rapid City,SD,Membership Organizations,44.0806041,-103.228023,Mid-Market
Habitat for Humanity Canada,1,ENTR,Lisa Crow,April Parker,,SK,Membership Organizations,,,Mid-Market
Habitat for Humanity Saskatchewan,3,ENTR,Lisa Crow,April Parker,Regina,SK,Membership Organizations,50.4479733,-104.6158764,Mid-Market
Students'â Union of the University of Regina,1,MM,Lisa Crow,Karine Duval,Regina,SK,Associations and Unions,50.4479733,-104.6158764,Mid-Market
Account Name,PTB Score,Segment,RVP,AE,City,State,Sub-Sector,-37.8141705,144.9655616,
ALLIANCE FOR BUSINESS & TRAINING NORTHEAST TN INC,3,GRB,Cisco Torres,Jennifer Hicks,Elizabethton,TN,Associations and Unions,36.3487756,-82.2107617,Small Business
AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE AALAS,4,GRB,Cisco Torres,Jennifer Hicks,Memphis,TN,Associations and Unions,35.1460249,-90.0517638,Small Business
American Economic Association,1,MM,Michael Shroff,Matthew Rosenberg,Nashville,TN,Associations and Unions,36.1622767,-86.7742984,Mid-Market
Boys and Girls Club of the Hatchie River Region,1,ENTR,JUSTIN SCHUMER,Merrill Oakes,Covington,TN,Associations and Unions,35.5642474,-89.6464672,
Bridges USA,3,MM,Michael Shroff,Matthew Rosenberg,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Mid-Market
CHATTANOOGA - HAMILTON COUNTY RESCUE SERVICE,1,MM,Michael Shroff,Matthew Rosenberg,Chattanooga,TN,Associations and Unions,35.0457219,-85.3094883,Mid-Market
Childrens Museum of Oak Ridge,1,ESB,Myron Bryant,Damian Broomes,Oak Ridge,TN,Membership Organizations,36.0103562,-84.2696449,Small Business
Christ Community Church,3,GRB,Cisco Torres,Jennifer Hicks,Franklin,TN,Membership Organizations,35.925206,-86.8689419,Small Business
Freed Life Inc,1,MM,Michael Shroff,Matthew Rosenberg,Memphis,TN,Associations and Unions,35.1460249,-90.0517638,Mid-Market
Frontier Health,3,MM,Michael Shroff,Matthew Rosenberg,Gray,TN,Associations and Unions,36.4198258,-82.4765352,Mid-Market
GIRL SCOUTS HEART OF THE SOUTH,1,ENTR,Tricia Lane,William Hranchak,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Enterprise
Gary Sinise Charitable Foundation,5,GRB,Cisco Torres,Jennifer Hicks,Franklin,TN,Associations and Unions,35.925206,-86.8689419,Small Business
Girl Scout Council of the Southern Appalachians Inc,3,ENTR,Tricia Lane,William Hranchak,Knoxville,TN,Membership Organizations,35.9603948,-83.9210261,Enterprise
Girl Scouts Of Middle Tennessee Inc.,1,ENTR,Tricia Lane,William Hranchak,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,Enterprise
Girls Incorporated of Chattanooga,1,GRB,Cisco Torres,Jennifer Hicks,Chattanooga,TN,Membership Organizations,35.0457219,-85.3094883,Small Business
Good Neighbor Foundation,1,ESB,Myron Bryant,Damian Broomes,Franklin,TN,Associations and Unions,35.925206,-86.8689419,Small Business
Harvest Hands Community Development Corporation,4,GRB,Cisco Torres,Jennifer Hicks,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,Small Business
JIFF,4,GRB,Cisco Torres,Jennifer Hicks,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Small Business
JUNIOR ACHIEVEMENT OF EAST TENNESSEE,3,ENTR,Justin Simon,Velma Hutchins,Clinton,TN,Membership Organizations,36.1034126,-84.1318632,Enterprise
Junior Achievement of Middle Tennessee,3,ENTR,Justin Simon,Velma Hutchins,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,Enterprise
Kiva,1,GRB,Cisco Torres,Jennifer Hicks,Cookeville,TN,Associations and Unions,36.1623886,-85.4997057,Small Business
Knowledge Quest Inc,2,GRB,Cisco Torres,Jennifer Hicks,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Small Business
Knox Education Foundation,2,ESB,Myron Bryant,Damian Broomes,Knoxville,TN,Associations and Unions,35.9603948,-83.9210261,Small Business
Knoxville Leadership Foundation (NPC Org),2,GRB,Cisco Torres,Jennifer Hicks,Knoxville,TN,Membership Organizations,35.9603948,-83.9210261,Small Business
Love One Intl (NPSP),4,GRB,Cisco Torres,Jennifer Hicks,Brentwood,TN,Associations and Unions,36.0325687,-86.7825235,Small Business
Love Welcomes,5,GRB,Cisco Torres,Jennifer Hicks,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,Small Business
MENTAL HEALTH ASSOCIATION OF MIDDLE TENNESSEE,3,GRB,Cisco Torres,Jennifer Hicks,Nashville,TN,Associations and Unions,36.1622767,-86.7742984,Small Business
Memphis Equity Through Arts,1,ESB,Myron Bryant,Damian Broomes,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Small Business
Memphis Leadership Foundation,3,GRB,Cisco Torres,Jennifer Hicks,Memphis,TN,Associations and Unions,35.1460249,-90.0517638,Small Business
NEW FRONTIERS,1,GRB,Cisco Torres,Jennifer Hicks,Dowelltown,TN,Membership Organizations,36.0150608,-85.9435987,Small Business
Nashville Downtown Partnership,3,ESB,Myron Bryant,Damian Broomes,Nashville,TN,Associations and Unions,36.1622767,-86.7742984,Small Business
Nations Ministry Center,1,GRB,Cisco Torres,Jennifer Hicks,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,Small Business
Nawbo Nashville,1,GRB,Cisco Torres,Jennifer Hicks,Nashville,TN,Associations and Unions,36.1622767,-86.7742984,Small Business
On Point,1,ESB,Myron Bryant,Damian Broomes,Hixson,TN,Membership Organizations,35.1406267,-85.2327349,Small Business
Paramount Center for the Arts,1,GRB,Cisco Torres,Jennifer Hicks,Bristol,TN,Associations and Unions,36.5945034,-82.1885212,Small Business
Paramount Foundation,3,GRB,Cisco Torres,Jennifer Hicks,Bristol,TN,Associations and Unions,36.5945034,-82.1885212,Small Business
REACH MEMPHIS,1,ESB,Myron Bryant,Damian Broomes,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Small Business
Random Acts of Flowers,1,ESB,Myron Bryant,Damian Broomes,Knoxville,TN,Membership Organizations,35.9603948,-83.9210261,Small Business
Skoodat LLC,1,ESB,Myron Bryant,Damian Broomes,Chattanooga,TN,Associations and Unions,35.0457219,-85.3094883,Small Business
Sons of Confederate Veterans,1,ESB,Myron Bryant,Damian Broomes,Columbia,TN,Associations and Unions,35.6148165,-87.0338464,Small Business
Streets Ministries,1,GRB,Cisco Torres,Jennifer Hicks,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Small Business
TENNESSEE ASSOCIATION OF VINTAGE BASE BALL,1,MM,SARAH ANDREWS,Helen Lynch,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,
Tennessee Golf Foundation,1,ESB,Myron Bryant,Damian Broomes,Franklin,TN,Membership Organizations,35.925206,-86.8689419,Small Business
The MMBC Continuum,3,GRB,Cisco Torres,Jennifer Hicks,Memphis,TN,Associations and Unions,35.1460249,-90.0517638,Small Business
The P.O.W.E.R. Foundation,1,GRB,Cisco Torres,Jennifer Hicks,Memphis,TN,Membership Organizations,35.1460249,-90.0517638,Small Business
Turner's Heroes,1,ESB,Myron Bryant,Damian Broomes,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,Small Business
Voices for a Safer Tennessee,2,MM,Michael Shroff,Matthew Rosenberg,Nashville,TN,Membership Organizations,36.1622767,-86.7742984,Mid-Market
Wesley House Community Center,4,GRB,Cisco Torres,Jennifer Hicks,Knoxville,TN,Membership Organizations,35.9603948,-83.9210261,Small Business
22Kill,3,GRB,Salma Ferdowsi,James Coburn,Dallas,TX,Associations and Unions,32.7762719,-96.7968559,Small Business
AATC Education Foundation,3,ESB,Mark Baxter,Hannah Kabakoff,Hurst,TX,Associations and Unions,32.8234621,-97.1705678,Small Business
AFTER MILITARY SERVICE - CAMP SHIELD,2,ESB,Mark Baxter,Hannah Kabakoff,Houston,TX,Associations and Unions,29.7589382,-95.3676974,Small Business
AMERICAN BOER GOAT ASSOCIATION,4,GRB,Salma Ferdowsi,James Coburn,San Angelo,TX,Associations and Unions,31.4649685,-100.4405094,Small Business
AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION TEXAS,3,ENTR,Justin Raisor,Sarah Lenert,San Antonio,TX,Associations and Unions,29.4246002,-98.4951405,Enterprise
